,air_area_name,encode_air_area_name
494,Tōkyō-to Shibuya-ku Jingūmae,53
495,Tōkyō-to Shibuya-ku Shibuya,54
496,Tōkyō-to Shinagawa-ku Higashigotanda,55
497,Tōkyō-to Shinagawa-ku Hiromachi,56
498,Tōkyō-to Shinjuku-ku Kabukichō,57
499,Tōkyō-to Shinjuku-ku Nishishinjuku,58
500,Tōkyō-to Suginami-ku Asagayaminami,59
501,Tōkyō-to Tachikawa-shi Izumichō,60
502,Tōkyō-to Taitō-ku Higashiueno,61
503,Tōkyō-to Taitō-ku Kuramae,62
504,Tōkyō-to Toshima-ku Higashiikebukuro,63
505,Tōkyō-to Toshima-ku Mejiro,64
506,Tōkyō-to Toshima-ku Minamiikebukuro,65
507,Tōkyō-to Toshima-ku Nishiikebukuro,66
508,Tōkyō-to Ōta-ku Kamata,67
509,Tōkyō-to Ōta-ku Kamiikedai,68
510,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
511,Ōsaka-fu Neyagawa-shi Honmachi,70
512,Ōsaka-fu Sakai-shi Minamikawaramachi,71
513,Ōsaka-fu Ōsaka-shi Fuminosato,72
514,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
515,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
516,Ōsaka-fu Ōsaka-shi Nakanochō,75
517,Ōsaka-fu Ōsaka-shi Shinmachi,76
518,Ōsaka-fu Ōsaka-shi Ōgimachi,77
519,Fukuoka-ken Fukuoka-shi Daimyō,0
520,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
521,Fukuoka-ken Fukuoka-shi Momochi,2
522,Fukuoka-ken Fukuoka-shi Shiobaru,3
523,Fukuoka-ken Fukuoka-shi Takatori,4
524,Fukuoka-ken Fukuoka-shi Torikai,5
525,Fukuoka-ken Itoshima-shi Maebarunishi,6
526,Fukuoka-ken Kitakyūshū-shi None,7
527,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
528,Fukuoka-ken Kurume-shi Jōnanmachi,9
529,Fukuoka-ken Yame-shi Motomachi,10
530,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
531,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
532,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
533,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
534,Hokkaidō Asahikawa-shi 6 Jōdōri,15
535,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
536,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
537,Hyōgo-ken Himeji-shi Yasuda,18
538,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
539,Hyōgo-ken Kōbe-shi Kumoidōri,20
540,Hyōgo-ken Kōbe-shi Motomachidōri,21
541,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
542,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
543,Hyōgo-ken Takarazuka-shi Tōyōchō,24
544,Miyagi-ken Sendai-shi Kamisugi,25
545,Niigata-ken Nagaoka-shi Ōtedōri,26
546,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
547,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
548,Shizuoka-ken Numazu-shi Miyukichō,29
549,Shizuoka-ken Shizuoka-shi Ōtemachi,30
550,Tōkyō-to Bunkyō-ku Kasuga,31
551,Tōkyō-to Bunkyō-ku Sendagi,32
552,Tōkyō-to Chiyoda-ku Kudanminami,33
553,Tōkyō-to Chūō-ku Ginza,34
554,Tōkyō-to Chūō-ku Tsukiji,35
555,Tōkyō-to Itabashi-ku Itabashi,36
556,Tōkyō-to Katsushika-ku Tateishi,37
557,Tōkyō-to Kita-ku Ōjihonchō,38
558,Tōkyō-to Koganei-shi Honchō,39
559,Tōkyō-to Kōtō-ku Kameido,40
560,Tōkyō-to Kōtō-ku Tōyō,41
561,Tōkyō-to Machida-shi Morino,42
562,Tōkyō-to Meguro-ku Kamimeguro,43
563,Tōkyō-to Minato-ku Akasaka,44
564,Tōkyō-to Minato-ku Roppongi,45
565,Tōkyō-to Minato-ku Shibakōen,46
566,Tōkyō-to Nakano-ku Nakano,47
567,Tōkyō-to Nerima-ku Toyotamakita,48
568,Tōkyō-to Setagaya-ku Okusawa,49
569,Tōkyō-to Setagaya-ku Sangenjaya,50
570,Tōkyō-to Setagaya-ku Setagaya,51
571,Tōkyō-to Shibuya-ku Dōgenzaka,52
572,Tōkyō-to Shibuya-ku Jingūmae,53
573,Tōkyō-to Shibuya-ku Shibuya,54
574,Tōkyō-to Shinagawa-ku Higashigotanda,55
575,Tōkyō-to Shinagawa-ku Hiromachi,56
576,Tōkyō-to Shinjuku-ku Kabukichō,57
577,Tōkyō-to Shinjuku-ku Nishishinjuku,58
578,Tōkyō-to Suginami-ku Asagayaminami,59
579,Tōkyō-to Tachikawa-shi Izumichō,60
580,Tōkyō-to Taitō-ku Higashiueno,61
581,Tōkyō-to Taitō-ku Kuramae,62
582,Tōkyō-to Toshima-ku Higashiikebukuro,63
583,Tōkyō-to Toshima-ku Mejiro,64
584,Tōkyō-to Toshima-ku Minamiikebukuro,65
585,Tōkyō-to Toshima-ku Nishiikebukuro,66
586,Tōkyō-to Ōta-ku Kamata,67
587,Tōkyō-to Ōta-ku Kamiikedai,68
588,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
589,Ōsaka-fu Neyagawa-shi Honmachi,70
590,Ōsaka-fu Sakai-shi Minamikawaramachi,71
591,Ōsaka-fu Ōsaka-shi Fuminosato,72
592,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
593,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
594,Ōsaka-fu Ōsaka-shi Nakanochō,75
595,Ōsaka-fu Ōsaka-shi Shinmachi,76
596,Ōsaka-fu Ōsaka-shi Ōgimachi,77
597,Fukuoka-ken Fukuoka-shi Daimyō,0
598,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
599,Fukuoka-ken Fukuoka-shi Momochi,2
600,Fukuoka-ken Fukuoka-shi Shiobaru,3
601,Fukuoka-ken Fukuoka-shi Takatori,4
602,Fukuoka-ken Fukuoka-shi Torikai,5
603,Fukuoka-ken Itoshima-shi Maebarunishi,6
604,Fukuoka-ken Kitakyūshū-shi None,7
605,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
606,Fukuoka-ken Kurume-shi Jōnanmachi,9
607,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
608,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
609,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
610,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
611,Hokkaidō Asahikawa-shi 6 Jōdōri,15
612,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
613,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
614,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
615,Hyōgo-ken Kōbe-shi Kumoidōri,20
616,Hyōgo-ken Kōbe-shi Motomachidōri,21
617,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
618,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
619,Hyōgo-ken Takarazuka-shi Tōyōchō,24
620,Miyagi-ken Sendai-shi Kamisugi,25
621,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
622,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
623,Shizuoka-ken Shizuoka-shi Ōtemachi,30
624,Tōkyō-to Bunkyō-ku Kasuga,31
625,Tōkyō-to Chiyoda-ku Kudanminami,33
626,Tōkyō-to Chūō-ku Ginza,34
627,Tōkyō-to Chūō-ku Tsukiji,35
628,Tōkyō-to Itabashi-ku Itabashi,36
629,Tōkyō-to Katsushika-ku Tateishi,37
630,Tōkyō-to Koganei-shi Honchō,39
631,Tōkyō-to Kōtō-ku Kameido,40
632,Tōkyō-to Kōtō-ku Tōyō,41
633,Tōkyō-to Machida-shi Morino,42
634,Tōkyō-to Meguro-ku Kamimeguro,43
635,Tōkyō-to Minato-ku Akasaka,44
636,Tōkyō-to Minato-ku Roppongi,45
637,Tōkyō-to Minato-ku Shibakōen,46
638,Tōkyō-to Nakano-ku Nakano,47
639,Tōkyō-to Nerima-ku Toyotamakita,48
640,Tōkyō-to Setagaya-ku Okusawa,49
641,Tōkyō-to Setagaya-ku Sangenjaya,50
642,Tōkyō-to Setagaya-ku Setagaya,51
643,Tōkyō-to Shibuya-ku Dōgenzaka,52
644,Tōkyō-to Shibuya-ku Jingūmae,53
645,Tōkyō-to Shibuya-ku Shibuya,54
646,Tōkyō-to Shinagawa-ku Higashigotanda,55
647,Tōkyō-to Shinagawa-ku Hiromachi,56
648,Tōkyō-to Shinjuku-ku Kabukichō,57
649,Tōkyō-to Shinjuku-ku Nishishinjuku,58
650,Tōkyō-to Suginami-ku Asagayaminami,59
651,Tōkyō-to Taitō-ku Higashiueno,61
652,Tōkyō-to Taitō-ku Kuramae,62
653,Tōkyō-to Toshima-ku Higashiikebukuro,63
654,Tōkyō-to Toshima-ku Minamiikebukuro,65
655,Tōkyō-to Toshima-ku Nishiikebukuro,66
656,Tōkyō-to Ōta-ku Kamata,67
657,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
658,Ōsaka-fu Neyagawa-shi Honmachi,70
659,Ōsaka-fu Ōsaka-shi Fuminosato,72
660,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
661,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
662,Ōsaka-fu Ōsaka-shi Shinmachi,76
663,Ōsaka-fu Ōsaka-shi Ōgimachi,77
664,Fukuoka-ken Fukuoka-shi Daimyō,0
665,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
666,Fukuoka-ken Fukuoka-shi Momochi,2
667,Fukuoka-ken Fukuoka-shi Shiobaru,3
668,Fukuoka-ken Fukuoka-shi Takatori,4
669,Fukuoka-ken Fukuoka-shi Torikai,5
670,Fukuoka-ken Itoshima-shi Maebarunishi,6
671,Fukuoka-ken Kitakyūshū-shi None,7
672,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
673,Fukuoka-ken Kurume-shi Jōnanmachi,9
674,Fukuoka-ken Yame-shi Motomachi,10
675,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
676,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
677,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
678,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
679,Hokkaidō Asahikawa-shi 6 Jōdōri,15
680,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
681,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
682,Hyōgo-ken Himeji-shi Yasuda,18
683,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
684,Hyōgo-ken Kōbe-shi Kumoidōri,20
685,Hyōgo-ken Kōbe-shi Motomachidōri,21
686,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
687,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
688,Hyōgo-ken Takarazuka-shi Tōyōchō,24
689,Miyagi-ken Sendai-shi Kamisugi,25
690,Niigata-ken Nagaoka-shi Ōtedōri,26
691,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
692,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
693,Shizuoka-ken Numazu-shi Miyukichō,29
694,Shizuoka-ken Shizuoka-shi Ōtemachi,30
695,Tōkyō-to Bunkyō-ku Kasuga,31
696,Tōkyō-to Bunkyō-ku Sendagi,32
697,Tōkyō-to Chiyoda-ku Kudanminami,33
698,Tōkyō-to Chūō-ku Ginza,34
699,Tōkyō-to Chūō-ku Tsukiji,35
700,Tōkyō-to Itabashi-ku Itabashi,36
701,Tōkyō-to Katsushika-ku Tateishi,37
702,Tōkyō-to Kita-ku Ōjihonchō,38
703,Tōkyō-to Koganei-shi Honchō,39
704,Tōkyō-to Kōtō-ku Kameido,40
705,Tōkyō-to Kōtō-ku Tōyō,41
706,Tōkyō-to Machida-shi Morino,42
707,Tōkyō-to Meguro-ku Kamimeguro,43
708,Tōkyō-to Minato-ku Akasaka,44
709,Tōkyō-to Minato-ku Roppongi,45
710,Tōkyō-to Minato-ku Shibakōen,46
711,Tōkyō-to Nakano-ku Nakano,47
712,Tōkyō-to Nerima-ku Toyotamakita,48
713,Tōkyō-to Setagaya-ku Okusawa,49
714,Tōkyō-to Setagaya-ku Sangenjaya,50
715,Tōkyō-to Setagaya-ku Setagaya,51
716,Tōkyō-to Shibuya-ku Dōgenzaka,52
717,Tōkyō-to Shibuya-ku Jingūmae,53
718,Tōkyō-to Shibuya-ku Shibuya,54
719,Tōkyō-to Shinagawa-ku Higashigotanda,55
720,Tōkyō-to Shinagawa-ku Hiromachi,56
721,Tōkyō-to Shinjuku-ku Kabukichō,57
722,Tōkyō-to Shinjuku-ku Nishishinjuku,58
723,Tōkyō-to Suginami-ku Asagayaminami,59
724,Tōkyō-to Tachikawa-shi Izumichō,60
725,Tōkyō-to Taitō-ku Higashiueno,61
726,Tōkyō-to Taitō-ku Kuramae,62
727,Tōkyō-to Toshima-ku Higashiikebukuro,63
728,Tōkyō-to Toshima-ku Mejiro,64
729,Tōkyō-to Toshima-ku Minamiikebukuro,65
730,Tōkyō-to Toshima-ku Nishiikebukuro,66
731,Tōkyō-to Ōta-ku Kamata,67
732,Tōkyō-to Ōta-ku Kamiikedai,68
733,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
734,Ōsaka-fu Neyagawa-shi Honmachi,70
735,Ōsaka-fu Sakai-shi Minamikawaramachi,71
736,Ōsaka-fu Ōsaka-shi Fuminosato,72
737,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
738,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
739,Ōsaka-fu Ōsaka-shi Nakanochō,75
740,Ōsaka-fu Ōsaka-shi Shinmachi,76
741,Ōsaka-fu Ōsaka-shi Ōgimachi,77
742,Fukuoka-ken Fukuoka-shi Daimyō,0
743,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
744,Fukuoka-ken Fukuoka-shi Momochi,2
745,Fukuoka-ken Fukuoka-shi Shiobaru,3
746,Fukuoka-ken Fukuoka-shi Takatori,4
747,Fukuoka-ken Fukuoka-shi Torikai,5
748,Fukuoka-ken Itoshima-shi Maebarunishi,6
749,Fukuoka-ken Kitakyūshū-shi None,7
750,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
751,Fukuoka-ken Kurume-shi Jōnanmachi,9
752,Fukuoka-ken Yame-shi Motomachi,10
753,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
754,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
755,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
756,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
757,Hokkaidō Asahikawa-shi 6 Jōdōri,15
758,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
759,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
760,Hyōgo-ken Himeji-shi Yasuda,18
761,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
762,Hyōgo-ken Kōbe-shi Kumoidōri,20
763,Hyōgo-ken Kōbe-shi Motomachidōri,21
764,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
765,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
766,Hyōgo-ken Takarazuka-shi Tōyōchō,24
767,Miyagi-ken Sendai-shi Kamisugi,25
768,Niigata-ken Nagaoka-shi Ōtedōri,26
769,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
770,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
771,Shizuoka-ken Numazu-shi Miyukichō,29
772,Shizuoka-ken Shizuoka-shi Ōtemachi,30
773,Tōkyō-to Bunkyō-ku Kasuga,31
774,Tōkyō-to Bunkyō-ku Sendagi,32
775,Tōkyō-to Chiyoda-ku Kudanminami,33
776,Tōkyō-to Chūō-ku Ginza,34
777,Tōkyō-to Chūō-ku Tsukiji,35
778,Tōkyō-to Itabashi-ku Itabashi,36
779,Tōkyō-to Katsushika-ku Tateishi,37
780,Tōkyō-to Kita-ku Ōjihonchō,38
781,Tōkyō-to Koganei-shi Honchō,39
782,Tōkyō-to Kōtō-ku Kameido,40
783,Tōkyō-to Kōtō-ku Tōyō,41
784,Tōkyō-to Machida-shi Morino,42
785,Tōkyō-to Meguro-ku Kamimeguro,43
786,Tōkyō-to Minato-ku Roppongi,45
787,Tōkyō-to Minato-ku Shibakōen,46
788,Tōkyō-to Nakano-ku Nakano,47
789,Tōkyō-to Nerima-ku Toyotamakita,48
790,Tōkyō-to Setagaya-ku Okusawa,49
791,Tōkyō-to Setagaya-ku Sangenjaya,50
792,Tōkyō-to Setagaya-ku Setagaya,51
793,Tōkyō-to Shibuya-ku Dōgenzaka,52
794,Tōkyō-to Shibuya-ku Jingūmae,53
795,Tōkyō-to Shibuya-ku Shibuya,54
796,Tōkyō-to Shinjuku-ku Kabukichō,57
797,Tōkyō-to Shinjuku-ku Nishishinjuku,58
798,Tōkyō-to Suginami-ku Asagayaminami,59
799,Tōkyō-to Tachikawa-shi Izumichō,60
800,Tōkyō-to Taitō-ku Higashiueno,61
801,Tōkyō-to Toshima-ku Higashiikebukuro,63
802,Tōkyō-to Toshima-ku Mejiro,64
803,Tōkyō-to Toshima-ku Minamiikebukuro,65
804,Tōkyō-to Toshima-ku Nishiikebukuro,66
805,Tōkyō-to Ōta-ku Kamata,67
806,Tōkyō-to Ōta-ku Kamiikedai,68
807,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
808,Ōsaka-fu Neyagawa-shi Honmachi,70
809,Ōsaka-fu Sakai-shi Minamikawaramachi,71
810,Ōsaka-fu Ōsaka-shi Fuminosato,72
811,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
812,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
813,Ōsaka-fu Ōsaka-shi Nakanochō,75
814,Ōsaka-fu Ōsaka-shi Shinmachi,76
815,Ōsaka-fu Ōsaka-shi Ōgimachi,77
816,Fukuoka-ken Fukuoka-shi Daimyō,0
817,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
818,Fukuoka-ken Fukuoka-shi Momochi,2
819,Fukuoka-ken Fukuoka-shi Shiobaru,3
820,Fukuoka-ken Fukuoka-shi Takatori,4
821,Fukuoka-ken Fukuoka-shi Torikai,5
822,Fukuoka-ken Kitakyūshū-shi None,7
823,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
824,Fukuoka-ken Kurume-shi Jōnanmachi,9
825,Fukuoka-ken Yame-shi Motomachi,10
826,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
827,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
828,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
829,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
830,Hokkaidō Asahikawa-shi 6 Jōdōri,15
831,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
832,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
833,Hyōgo-ken Himeji-shi Yasuda,18
834,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
835,Hyōgo-ken Kōbe-shi Kumoidōri,20
836,Hyōgo-ken Kōbe-shi Motomachidōri,21
837,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
838,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
839,Hyōgo-ken Takarazuka-shi Tōyōchō,24
840,Miyagi-ken Sendai-shi Kamisugi,25
841,Niigata-ken Nagaoka-shi Ōtedōri,26
842,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
843,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
844,Shizuoka-ken Numazu-shi Miyukichō,29
845,Tōkyō-to Bunkyō-ku Kasuga,31
846,Tōkyō-to Bunkyō-ku Sendagi,32
847,Tōkyō-to Chiyoda-ku Kudanminami,33
848,Tōkyō-to Chūō-ku Ginza,34
849,Tōkyō-to Chūō-ku Tsukiji,35
850,Tōkyō-to Itabashi-ku Itabashi,36
851,Tōkyō-to Katsushika-ku Tateishi,37
852,Tōkyō-to Kita-ku Ōjihonchō,38
853,Tōkyō-to Koganei-shi Honchō,39
854,Tōkyō-to Kōtō-ku Kameido,40
855,Tōkyō-to Kōtō-ku Tōyō,41
856,Tōkyō-to Machida-shi Morino,42
857,Tōkyō-to Meguro-ku Kamimeguro,43
858,Tōkyō-to Minato-ku Akasaka,44
859,Tōkyō-to Minato-ku Roppongi,45
860,Tōkyō-to Minato-ku Shibakōen,46
861,Tōkyō-to Nakano-ku Nakano,47
862,Tōkyō-to Nerima-ku Toyotamakita,48
863,Tōkyō-to Setagaya-ku Okusawa,49
864,Tōkyō-to Setagaya-ku Sangenjaya,50
865,Tōkyō-to Setagaya-ku Setagaya,51
866,Tōkyō-to Shibuya-ku Dōgenzaka,52
867,Tōkyō-to Shibuya-ku Jingūmae,53
868,Tōkyō-to Shibuya-ku Shibuya,54
869,Tōkyō-to Shinagawa-ku Higashigotanda,55
870,Tōkyō-to Shinagawa-ku Hiromachi,56
871,Tōkyō-to Shinjuku-ku Kabukichō,57
872,Tōkyō-to Shinjuku-ku Nishishinjuku,58
873,Tōkyō-to Suginami-ku Asagayaminami,59
874,Tōkyō-to Tachikawa-shi Izumichō,60
875,Tōkyō-to Taitō-ku Higashiueno,61
876,Tōkyō-to Taitō-ku Kuramae,62
877,Tōkyō-to Toshima-ku Higashiikebukuro,63
878,Tōkyō-to Toshima-ku Mejiro,64
879,Tōkyō-to Toshima-ku Minamiikebukuro,65
880,Tōkyō-to Toshima-ku Nishiikebukuro,66
881,Tōkyō-to Ōta-ku Kamata,67
882,Tōkyō-to Ōta-ku Kamiikedai,68
883,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
884,Ōsaka-fu Neyagawa-shi Honmachi,70
885,Ōsaka-fu Sakai-shi Minamikawaramachi,71
886,Ōsaka-fu Ōsaka-shi Fuminosato,72
887,Ōsaka-fu Ōsaka-shi Kyōmachibori,73
888,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
889,Ōsaka-fu Ōsaka-shi Nakanochō,75
890,Ōsaka-fu Ōsaka-shi Shinmachi,76
891,Ōsaka-fu Ōsaka-shi Ōgimachi,77
892,Fukuoka-ken Fukuoka-shi Daimyō,0
893,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
894,Fukuoka-ken Fukuoka-shi Momochi,2
895,Fukuoka-ken Fukuoka-shi Shiobaru,3
896,Fukuoka-ken Fukuoka-shi Torikai,5
897,Fukuoka-ken Itoshima-shi Maebarunishi,6
898,Fukuoka-ken Kitakyūshū-shi None,7
899,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
900,Fukuoka-ken Kurume-shi Jōnanmachi,9
901,Fukuoka-ken Yame-shi Motomachi,10
902,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
903,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
904,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
905,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
906,Hokkaidō Asahikawa-shi 6 Jōdōri,15
907,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
908,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
909,Hyōgo-ken Himeji-shi Yasuda,18
910,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
911,Hyōgo-ken Kōbe-shi Kumoidōri,20
912,Hyōgo-ken Kōbe-shi Motomachidōri,21
913,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,22
914,Hyōgo-ken Nishinomiya-shi Rokutanjichō,23
915,Hyōgo-ken Takarazuka-shi Tōyōchō,24
916,Miyagi-ken Sendai-shi Kamisugi,25
917,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,27
918,Shizuoka-ken Hamamatsu-shi Motoshirochō,28
919,Shizuoka-ken Numazu-shi Miyukichō,29
920,Shizuoka-ken Shizuoka-shi Ōtemachi,30
921,Tōkyō-to Bunkyō-ku Kasuga,31
922,Tōkyō-to Bunkyō-ku Sendagi,32
923,Tōkyō-to Chiyoda-ku Kudanminami,33
924,Tōkyō-to Chūō-ku Ginza,34
925,Tōkyō-to Chūō-ku Tsukiji,35
926,Tōkyō-to Itabashi-ku Itabashi,36
927,Tōkyō-to Katsushika-ku Tateishi,37
928,Tōkyō-to Kita-ku Ōjihonchō,38
929,Tōkyō-to Koganei-shi Honchō,39
930,Tōkyō-to Kōtō-ku Kameido,40
931,Tōkyō-to Kōtō-ku Tōyō,41
932,Tōkyō-to Machida-shi Morino,42
933,Tōkyō-to Meguro-ku Kamimeguro,43
934,Tōkyō-to Minato-ku Akasaka,44
935,Tōkyō-to Minato-ku Roppongi,45
936,Tōkyō-to Minato-ku Shibakōen,46
937,Tōkyō-to Nakano-ku Nakano,47
938,Tōkyō-to Nerima-ku Toyotamakita,48
939,Tōkyō-to Setagaya-ku Okusawa,49
940,Tōkyō-to Setagaya-ku Sangenjaya,50
941,Tōkyō-to Setagaya-ku Setagaya,51
942,Tōkyō-to Shibuya-ku Dōgenzaka,52
943,Tōkyō-to Shibuya-ku Jingūmae,53
944,Tōkyō-to Shibuya-ku Shibuya,54
945,Tōkyō-to Shinagawa-ku Higashigotanda,55
946,Tōkyō-to Shinagawa-ku Hiromachi,56
947,Tōkyō-to Shinjuku-ku Kabukichō,57
948,Tōkyō-to Shinjuku-ku Nishishinjuku,58
949,Tōkyō-to Suginami-ku Asagayaminami,59
950,Tōkyō-to Tachikawa-shi Izumichō,60
951,Tōkyō-to Taitō-ku Higashiueno,61
952,Tōkyō-to Taitō-ku Kuramae,62
953,Tōkyō-to Toshima-ku Higashiikebukuro,63
954,Tōkyō-to Toshima-ku Mejiro,64
955,Tōkyō-to Toshima-ku Minamiikebukuro,65
956,Tōkyō-to Toshima-ku Nishiikebukuro,66
957,Tōkyō-to Ōta-ku Kamata,67
958,Tōkyō-to Ōta-ku Kamiikedai,68
959,Ōsaka-fu Higashiōsaka-shi Aramotokita,69
960,Ōsaka-fu Neyagawa-shi Honmachi,70
961,Ōsaka-fu Sakai-shi Minamikawaramachi,71
962,Ōsaka-fu Ōsaka-shi Fuminosato,72
963,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,74
964,Ōsaka-fu Ōsaka-shi Nakanochō,75
965,Ōsaka-fu Ōsaka-shi Shinmachi,76
966,Ōsaka-fu Ōsaka-shi Ōgimachi,77
967,Fukuoka-ken Fukuoka-shi Daimyō,0
968,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1
969,Fukuoka-ken Fukuoka-shi Momochi,2
970,Fukuoka-ken Fukuoka-shi Shiobaru,3
971,Fukuoka-ken Fukuoka-shi Takatori,4
972,Fukuoka-ken Fukuoka-shi Torikai,5
973,Fukuoka-ken Itoshima-shi Maebarunishi,6
974,Fukuoka-ken Kitakyūshū-shi None,7
975,Fukuoka-ken Kitakyūshū-shi Ōtemachi,8
976,Fukuoka-ken Kurume-shi Jōnanmachi,9
977,Fukuoka-ken Yame-shi Motomachi,10
978,Hiroshima-ken Fukuyama-shi Higashisakuramachi,11
979,Hiroshima-ken Hiroshima-shi Kokutaijimachi,12
980,Hiroshima-ken Hiroshima-shi Nagarekawachō,13
981,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,14
982,Hokkaidō Asahikawa-shi 6 Jōdōri,15
983,Hokkaidō Sapporo-shi Kotoni 2 Jō,16
984,Hokkaidō Sapporo-shi Minami 3 Jōnishi,17
985,Hyōgo-ken Himeji-shi Yasuda,18
986,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,19
