,air_area_name,visitors,current_week
442,Tōkyō-to Shinjuku-ku Kabukichō,2781,18
443,Tōkyō-to Shinjuku-ku Kabukichō,2524,19
444,Tōkyō-to Shinjuku-ku Kabukichō,2610,20
445,Tōkyō-to Shinjuku-ku Kabukichō,2701,21
446,Tōkyō-to Shinjuku-ku Kabukichō,2742,22
447,Tōkyō-to Shinjuku-ku Kabukichō,3950,23
448,Tōkyō-to Shinjuku-ku Kabukichō,4751,24
449,Tōkyō-to Shinjuku-ku Kabukichō,4592,25
450,Tōkyō-to Shinjuku-ku Kabukichō,4546,26
451,Tōkyō-to Shinjuku-ku Kabukichō,4679,27
452,Tōkyō-to Shinjuku-ku Kabukichō,4304,28
453,Tōkyō-to Shinjuku-ku Kabukichō,4305,29
454,Tōkyō-to Shinjuku-ku Kabukichō,3791,30
455,Tōkyō-to Shinjuku-ku Kabukichō,4386,31
456,Tōkyō-to Shinjuku-ku Kabukichō,4644,32
457,Tōkyō-to Shinjuku-ku Kabukichō,4718,33
458,Tōkyō-to Shinjuku-ku Kabukichō,4700,34
459,Tōkyō-to Shinjuku-ku Kabukichō,4174,35
460,Tōkyō-to Shinjuku-ku Kabukichō,5024,36
461,Tōkyō-to Shinjuku-ku Kabukichō,4820,37
462,Tōkyō-to Shinjuku-ku Kabukichō,4642,38
463,Tōkyō-to Shinjuku-ku Kabukichō,5052,39
464,Tōkyō-to Shinjuku-ku Kabukichō,5091,40
465,Tōkyō-to Shinjuku-ku Kabukichō,4697,41
466,Tōkyō-to Shinjuku-ku Kabukichō,5010,42
467,Tōkyō-to Shinjuku-ku Kabukichō,4834,43
468,Tōkyō-to Shinjuku-ku Kabukichō,5011,44
469,Tōkyō-to Shinjuku-ku Kabukichō,4931,45
470,Tōkyō-to Shinjuku-ku Kabukichō,5340,46
471,Tōkyō-to Shinjuku-ku Kabukichō,5779,47
472,Tōkyō-to Shinjuku-ku Kabukichō,5981,48
473,Tōkyō-to Shinjuku-ku Kabukichō,4448,49
474,Tōkyō-to Shinjuku-ku Kabukichō,3693,50
475,Tōkyō-to Shinjuku-ku Kabukichō,4816,51
476,Tōkyō-to Shinjuku-ku Kabukichō,4706,52
477,Hyōgo-ken Kōbe-shi Kumoidōri,797,0
478,Hyōgo-ken Kōbe-shi Kumoidōri,790,1
479,Hyōgo-ken Kōbe-shi Kumoidōri,756,2
480,Hyōgo-ken Kōbe-shi Kumoidōri,817,3
481,Hyōgo-ken Kōbe-shi Kumoidōri,868,4
482,Hyōgo-ken Kōbe-shi Kumoidōri,985,5
483,Hyōgo-ken Kōbe-shi Kumoidōri,853,6
484,Hyōgo-ken Kōbe-shi Kumoidōri,1042,7
485,Hyōgo-ken Kōbe-shi Kumoidōri,966,8
486,Hyōgo-ken Kōbe-shi Kumoidōri,1023,9
487,Hyōgo-ken Kōbe-shi Kumoidōri,933,10
488,Hyōgo-ken Kōbe-shi Kumoidōri,879,11
489,Hyōgo-ken Kōbe-shi Kumoidōri,778,12
490,Hyōgo-ken Kōbe-shi Kumoidōri,778,13
491,Hyōgo-ken Kōbe-shi Kumoidōri,935,14
492,Hyōgo-ken Kōbe-shi Kumoidōri,926,15
493,Hyōgo-ken Kōbe-shi Kumoidōri,685,16
494,Hyōgo-ken Kōbe-shi Kumoidōri,689,17
495,Hyōgo-ken Kōbe-shi Kumoidōri,745,18
496,Hyōgo-ken Kōbe-shi Kumoidōri,787,19
497,Hyōgo-ken Kōbe-shi Kumoidōri,879,20
498,Hyōgo-ken Kōbe-shi Kumoidōri,696,21
499,Hyōgo-ken Kōbe-shi Kumoidōri,840,22
500,Hyōgo-ken Kōbe-shi Kumoidōri,1576,23
501,Hyōgo-ken Kōbe-shi Kumoidōri,1827,24
502,Hyōgo-ken Kōbe-shi Kumoidōri,2142,25
503,Hyōgo-ken Kōbe-shi Kumoidōri,1945,26
504,Hyōgo-ken Kōbe-shi Kumoidōri,1895,27
505,Hyōgo-ken Kōbe-shi Kumoidōri,1759,28
506,Hyōgo-ken Kōbe-shi Kumoidōri,2085,29
507,Hyōgo-ken Kōbe-shi Kumoidōri,1848,30
508,Hyōgo-ken Kōbe-shi Kumoidōri,1727,31
509,Hyōgo-ken Kōbe-shi Kumoidōri,1809,32
510,Hyōgo-ken Kōbe-shi Kumoidōri,1981,33
511,Hyōgo-ken Kōbe-shi Kumoidōri,2269,34
512,Hyōgo-ken Kōbe-shi Kumoidōri,2069,35
513,Hyōgo-ken Kōbe-shi Kumoidōri,2107,36
514,Hyōgo-ken Kōbe-shi Kumoidōri,2151,37
515,Hyōgo-ken Kōbe-shi Kumoidōri,2066,38
516,Hyōgo-ken Kōbe-shi Kumoidōri,2278,39
517,Hyōgo-ken Kōbe-shi Kumoidōri,2384,40
518,Hyōgo-ken Kōbe-shi Kumoidōri,2152,41
519,Hyōgo-ken Kōbe-shi Kumoidōri,2037,42
520,Hyōgo-ken Kōbe-shi Kumoidōri,2129,43
521,Hyōgo-ken Kōbe-shi Kumoidōri,2216,44
522,Hyōgo-ken Kōbe-shi Kumoidōri,2397,45
523,Hyōgo-ken Kōbe-shi Kumoidōri,2811,46
524,Hyōgo-ken Kōbe-shi Kumoidōri,2820,47
525,Hyōgo-ken Kōbe-shi Kumoidōri,3011,48
526,Hyōgo-ken Kōbe-shi Kumoidōri,2452,49
527,Hyōgo-ken Kōbe-shi Kumoidōri,1992,50
528,Hyōgo-ken Kōbe-shi Kumoidōri,2018,51
529,Hyōgo-ken Kōbe-shi Kumoidōri,2083,52
530,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1912,0
531,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1845,1
532,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1803,2
533,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1953,3
534,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1933,4
535,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2017,5
536,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1999,6
537,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2078,7
538,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2147,8
539,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2143,9
540,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2155,10
541,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2058,11
542,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2050,12
543,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2108,13
544,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2239,14
545,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1791,15
546,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1828,16
547,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1786,17
548,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1919,18
549,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2145,19
550,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1910,20
551,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2033,21
552,Hiroshima-ken Hiroshima-shi Kokutaijimachi,1979,22
553,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2622,23
554,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3264,24
555,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3123,25
556,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3296,26
557,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3536,27
558,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2941,28
559,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3448,29
560,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2740,30
561,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3217,31
562,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2680,32
563,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3350,33
564,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3710,34
565,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2731,35
566,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2802,36
567,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2826,37
568,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3049,38
569,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2796,39
570,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3005,40
571,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3306,41
572,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2769,42
573,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3155,43
574,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3479,44
575,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3208,45
576,Hiroshima-ken Hiroshima-shi Kokutaijimachi,4082,46
577,Hiroshima-ken Hiroshima-shi Kokutaijimachi,4140,47
578,Hiroshima-ken Hiroshima-shi Kokutaijimachi,4186,48
579,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3967,49
580,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3149,50
581,Hiroshima-ken Hiroshima-shi Kokutaijimachi,2840,51
582,Hiroshima-ken Hiroshima-shi Kokutaijimachi,3284,52
583,Hokkaidō Asahikawa-shi 6 Jōdōri,528,0
584,Hokkaidō Asahikawa-shi 6 Jōdōri,552,1
585,Hokkaidō Asahikawa-shi 6 Jōdōri,435,2
586,Hokkaidō Asahikawa-shi 6 Jōdōri,526,3
587,Hokkaidō Asahikawa-shi 6 Jōdōri,471,4
588,Hokkaidō Asahikawa-shi 6 Jōdōri,592,5
589,Hokkaidō Asahikawa-shi 6 Jōdōri,481,6
590,Hokkaidō Asahikawa-shi 6 Jōdōri,651,7
591,Hokkaidō Asahikawa-shi 6 Jōdōri,731,8
592,Hokkaidō Asahikawa-shi 6 Jōdōri,813,9
593,Hokkaidō Asahikawa-shi 6 Jōdōri,547,10
594,Hokkaidō Asahikawa-shi 6 Jōdōri,529,11
595,Hokkaidō Asahikawa-shi 6 Jōdōri,568,12
596,Hokkaidō Asahikawa-shi 6 Jōdōri,626,13
597,Hokkaidō Asahikawa-shi 6 Jōdōri,478,14
598,Hokkaidō Asahikawa-shi 6 Jōdōri,587,15
599,Hokkaidō Asahikawa-shi 6 Jōdōri,530,16
600,Hokkaidō Asahikawa-shi 6 Jōdōri,462,17
601,Hokkaidō Asahikawa-shi 6 Jōdōri,493,18
602,Hokkaidō Asahikawa-shi 6 Jōdōri,488,19
603,Hokkaidō Asahikawa-shi 6 Jōdōri,641,20
604,Hokkaidō Asahikawa-shi 6 Jōdōri,490,21
605,Hokkaidō Asahikawa-shi 6 Jōdōri,507,22
606,Hokkaidō Asahikawa-shi 6 Jōdōri,1364,23
607,Hokkaidō Asahikawa-shi 6 Jōdōri,1633,24
608,Hokkaidō Asahikawa-shi 6 Jōdōri,1723,25
609,Hokkaidō Asahikawa-shi 6 Jōdōri,1759,26
610,Hokkaidō Asahikawa-shi 6 Jōdōri,1630,27
611,Hokkaidō Asahikawa-shi 6 Jōdōri,1664,28
612,Hokkaidō Asahikawa-shi 6 Jōdōri,1933,29
613,Hokkaidō Asahikawa-shi 6 Jōdōri,1726,30
614,Hokkaidō Asahikawa-shi 6 Jōdōri,1681,31
615,Hokkaidō Asahikawa-shi 6 Jōdōri,1345,32
616,Hokkaidō Asahikawa-shi 6 Jōdōri,1728,33
617,Hokkaidō Asahikawa-shi 6 Jōdōri,1782,34
618,Hokkaidō Asahikawa-shi 6 Jōdōri,1823,35
619,Hokkaidō Asahikawa-shi 6 Jōdōri,1507,36
620,Hokkaidō Asahikawa-shi 6 Jōdōri,1699,37
621,Hokkaidō Asahikawa-shi 6 Jōdōri,1626,38
622,Hokkaidō Asahikawa-shi 6 Jōdōri,1526,39
623,Hokkaidō Asahikawa-shi 6 Jōdōri,1983,40
624,Hokkaidō Asahikawa-shi 6 Jōdōri,1611,41
625,Hokkaidō Asahikawa-shi 6 Jōdōri,1416,42
626,Hokkaidō Asahikawa-shi 6 Jōdōri,1698,43
627,Hokkaidō Asahikawa-shi 6 Jōdōri,2174,44
628,Hokkaidō Asahikawa-shi 6 Jōdōri,1906,45
629,Hokkaidō Asahikawa-shi 6 Jōdōri,2229,46
630,Hokkaidō Asahikawa-shi 6 Jōdōri,2446,47
631,Hokkaidō Asahikawa-shi 6 Jōdōri,2524,48
632,Hokkaidō Asahikawa-shi 6 Jōdōri,2891,49
633,Hokkaidō Asahikawa-shi 6 Jōdōri,2728,50
634,Hokkaidō Asahikawa-shi 6 Jōdōri,1915,51
635,Hokkaidō Asahikawa-shi 6 Jōdōri,1767,52
636,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,363,0
637,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,395,1
638,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,320,2
639,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,349,3
640,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,383,4
641,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,372,5
642,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,390,6
643,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,431,7
644,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,484,8
645,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,525,9
646,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,494,10
647,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,435,11
648,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,382,12
649,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,403,13
650,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,528,14
651,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,592,15
652,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,319,16
653,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,403,17
654,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,332,18
655,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,301,19
656,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,426,20
657,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,419,21
658,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,350,22
659,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1233,23
660,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1562,24
661,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1776,25
662,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1654,26
663,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1572,27
664,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1657,28
665,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,2175,29
666,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1802,30
667,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1743,31
668,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1424,32
669,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1476,33
670,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1716,34
671,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1744,35
672,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1720,36
673,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1561,37
674,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1472,38
675,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1577,39
676,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1860,40
677,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1406,41
678,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1246,42
679,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1522,43
680,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1909,44
681,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1681,45
682,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1910,46
683,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,2104,47
684,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,2112,48
685,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,2473,49
686,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,2019,50
687,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1596,51
688,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,1569,52
689,Fukuoka-ken Fukuoka-shi Shiobaru,397,0
690,Fukuoka-ken Fukuoka-shi Shiobaru,347,1
691,Fukuoka-ken Fukuoka-shi Shiobaru,369,2
692,Fukuoka-ken Fukuoka-shi Shiobaru,424,3
693,Fukuoka-ken Fukuoka-shi Shiobaru,375,4
694,Fukuoka-ken Fukuoka-shi Shiobaru,424,5
695,Fukuoka-ken Fukuoka-shi Shiobaru,605,6
696,Fukuoka-ken Fukuoka-shi Shiobaru,454,7
697,Fukuoka-ken Fukuoka-shi Shiobaru,521,8
698,Fukuoka-ken Fukuoka-shi Shiobaru,447,9
699,Fukuoka-ken Fukuoka-shi Shiobaru,506,10
700,Fukuoka-ken Fukuoka-shi Shiobaru,377,11
701,Fukuoka-ken Fukuoka-shi Shiobaru,310,12
702,Fukuoka-ken Fukuoka-shi Shiobaru,403,13
703,Fukuoka-ken Fukuoka-shi Shiobaru,445,14
704,Fukuoka-ken Fukuoka-shi Shiobaru,361,15
705,Fukuoka-ken Fukuoka-shi Shiobaru,459,16
706,Fukuoka-ken Fukuoka-shi Shiobaru,426,17
707,Fukuoka-ken Fukuoka-shi Shiobaru,433,18
708,Fukuoka-ken Fukuoka-shi Shiobaru,394,19
709,Fukuoka-ken Fukuoka-shi Shiobaru,470,20
710,Fukuoka-ken Fukuoka-shi Shiobaru,464,21
711,Fukuoka-ken Fukuoka-shi Shiobaru,463,22
712,Fukuoka-ken Fukuoka-shi Shiobaru,592,23
713,Fukuoka-ken Fukuoka-shi Shiobaru,765,24
714,Fukuoka-ken Fukuoka-shi Shiobaru,587,25
715,Fukuoka-ken Fukuoka-shi Shiobaru,635,26
716,Fukuoka-ken Fukuoka-shi Shiobaru,663,27
717,Fukuoka-ken Fukuoka-shi Shiobaru,583,28
718,Fukuoka-ken Fukuoka-shi Shiobaru,499,29
719,Fukuoka-ken Fukuoka-shi Shiobaru,545,30
720,Fukuoka-ken Fukuoka-shi Shiobaru,653,31
721,Fukuoka-ken Fukuoka-shi Shiobaru,654,32
722,Fukuoka-ken Fukuoka-shi Shiobaru,650,33
723,Fukuoka-ken Fukuoka-shi Shiobaru,704,34
724,Fukuoka-ken Fukuoka-shi Shiobaru,676,35
725,Fukuoka-ken Fukuoka-shi Shiobaru,707,36
726,Fukuoka-ken Fukuoka-shi Shiobaru,732,37
727,Fukuoka-ken Fukuoka-shi Shiobaru,708,38
728,Fukuoka-ken Fukuoka-shi Shiobaru,811,39
729,Fukuoka-ken Fukuoka-shi Shiobaru,816,40
730,Fukuoka-ken Fukuoka-shi Shiobaru,773,41
731,Fukuoka-ken Fukuoka-shi Shiobaru,817,42
732,Fukuoka-ken Fukuoka-shi Shiobaru,739,43
733,Fukuoka-ken Fukuoka-shi Shiobaru,853,44
734,Fukuoka-ken Fukuoka-shi Shiobaru,730,45
735,Fukuoka-ken Fukuoka-shi Shiobaru,835,46
736,Fukuoka-ken Fukuoka-shi Shiobaru,929,47
737,Fukuoka-ken Fukuoka-shi Shiobaru,728,48
738,Fukuoka-ken Fukuoka-shi Shiobaru,645,49
739,Fukuoka-ken Fukuoka-shi Shiobaru,523,50
740,Fukuoka-ken Fukuoka-shi Shiobaru,752,51
741,Fukuoka-ken Fukuoka-shi Shiobaru,760,52
742,Fukuoka-ken Kitakyūshū-shi Ōtemachi,265,0
743,Fukuoka-ken Kitakyūshū-shi Ōtemachi,276,1
744,Fukuoka-ken Kitakyūshū-shi Ōtemachi,272,2
745,Fukuoka-ken Kitakyūshū-shi Ōtemachi,242,3
746,Fukuoka-ken Kitakyūshū-shi Ōtemachi,228,4
747,Fukuoka-ken Kitakyūshū-shi Ōtemachi,330,5
748,Fukuoka-ken Kitakyūshū-shi Ōtemachi,284,6
749,Fukuoka-ken Kitakyūshū-shi Ōtemachi,294,7
750,Fukuoka-ken Kitakyūshū-shi Ōtemachi,416,8
751,Fukuoka-ken Kitakyūshū-shi Ōtemachi,373,9
752,Fukuoka-ken Kitakyūshū-shi Ōtemachi,283,10
753,Fukuoka-ken Kitakyūshū-shi Ōtemachi,208,11
754,Fukuoka-ken Kitakyūshū-shi Ōtemachi,305,12
755,Fukuoka-ken Kitakyūshū-shi Ōtemachi,298,13
756,Fukuoka-ken Kitakyūshū-shi Ōtemachi,361,14
757,Fukuoka-ken Kitakyūshū-shi Ōtemachi,211,15
758,Fukuoka-ken Kitakyūshū-shi Ōtemachi,217,16
759,Fukuoka-ken Kitakyūshū-shi Ōtemachi,205,17
760,Fukuoka-ken Kitakyūshū-shi Ōtemachi,244,18
761,Fukuoka-ken Kitakyūshū-shi Ōtemachi,263,19
762,Fukuoka-ken Kitakyūshū-shi Ōtemachi,201,20
763,Fukuoka-ken Kitakyūshū-shi Ōtemachi,217,21
764,Fukuoka-ken Kitakyūshū-shi Ōtemachi,268,22
765,Fukuoka-ken Kitakyūshū-shi Ōtemachi,510,23
766,Fukuoka-ken Kitakyūshū-shi Ōtemachi,585,24
767,Fukuoka-ken Kitakyūshū-shi Ōtemachi,716,25
768,Fukuoka-ken Kitakyūshū-shi Ōtemachi,676,26
769,Fukuoka-ken Kitakyūshū-shi Ōtemachi,676,27
770,Fukuoka-ken Kitakyūshū-shi Ōtemachi,617,28
771,Fukuoka-ken Kitakyūshū-shi Ōtemachi,833,29
772,Fukuoka-ken Kitakyūshū-shi Ōtemachi,736,30
773,Fukuoka-ken Kitakyūshū-shi Ōtemachi,682,31
774,Fukuoka-ken Kitakyūshū-shi Ōtemachi,732,32
775,Fukuoka-ken Kitakyūshū-shi Ōtemachi,542,33
776,Fukuoka-ken Kitakyūshū-shi Ōtemachi,742,34
777,Fukuoka-ken Kitakyūshū-shi Ōtemachi,667,35
778,Fukuoka-ken Kitakyūshū-shi Ōtemachi,565,36
779,Fukuoka-ken Kitakyūshū-shi Ōtemachi,529,37
780,Fukuoka-ken Kitakyūshū-shi Ōtemachi,675,38
781,Fukuoka-ken Kitakyūshū-shi Ōtemachi,690,39
782,Fukuoka-ken Kitakyūshū-shi Ōtemachi,533,40
783,Fukuoka-ken Kitakyūshū-shi Ōtemachi,519,41
784,Fukuoka-ken Kitakyūshū-shi Ōtemachi,496,42
785,Fukuoka-ken Kitakyūshū-shi Ōtemachi,853,43
786,Fukuoka-ken Kitakyūshū-shi Ōtemachi,885,44
787,Fukuoka-ken Kitakyūshū-shi Ōtemachi,647,45
788,Fukuoka-ken Kitakyūshū-shi Ōtemachi,922,46
789,Fukuoka-ken Kitakyūshū-shi Ōtemachi,1302,47
790,Fukuoka-ken Kitakyūshū-shi Ōtemachi,1007,48
791,Fukuoka-ken Kitakyūshū-shi Ōtemachi,983,49
792,Fukuoka-ken Kitakyūshū-shi Ōtemachi,456,50
793,Fukuoka-ken Kitakyūshū-shi Ōtemachi,564,51
794,Fukuoka-ken Kitakyūshū-shi Ōtemachi,804,52
795,Fukuoka-ken Kurume-shi Jōnanmachi,303,0
796,Fukuoka-ken Kurume-shi Jōnanmachi,394,1
797,Fukuoka-ken Kurume-shi Jōnanmachi,292,2
798,Fukuoka-ken Kurume-shi Jōnanmachi,320,3
799,Fukuoka-ken Kurume-shi Jōnanmachi,271,4
800,Fukuoka-ken Kurume-shi Jōnanmachi,314,5
801,Fukuoka-ken Kurume-shi Jōnanmachi,240,6
802,Fukuoka-ken Kurume-shi Jōnanmachi,272,7
803,Fukuoka-ken Kurume-shi Jōnanmachi,406,8
804,Fukuoka-ken Kurume-shi Jōnanmachi,434,9
805,Fukuoka-ken Kurume-shi Jōnanmachi,317,10
806,Fukuoka-ken Kurume-shi Jōnanmachi,333,11
807,Fukuoka-ken Kurume-shi Jōnanmachi,240,12
808,Fukuoka-ken Kurume-shi Jōnanmachi,287,13
809,Fukuoka-ken Kurume-shi Jōnanmachi,327,14
810,Fukuoka-ken Kurume-shi Jōnanmachi,358,15
811,Fukuoka-ken Kurume-shi Jōnanmachi,292,16
812,Fukuoka-ken Kurume-shi Jōnanmachi,208,17
813,Fukuoka-ken Kurume-shi Jōnanmachi,209,18
814,Fukuoka-ken Kurume-shi Jōnanmachi,171,19
815,Fukuoka-ken Kurume-shi Jōnanmachi,225,20
816,Fukuoka-ken Kurume-shi Jōnanmachi,163,21
817,Fukuoka-ken Kurume-shi Jōnanmachi,216,22
818,Fukuoka-ken Kurume-shi Jōnanmachi,226,23
819,Fukuoka-ken Kurume-shi Jōnanmachi,325,24
820,Fukuoka-ken Kurume-shi Jōnanmachi,482,25
821,Fukuoka-ken Kurume-shi Jōnanmachi,393,26
822,Fukuoka-ken Kurume-shi Jōnanmachi,383,27
823,Fukuoka-ken Kurume-shi Jōnanmachi,302,28
824,Fukuoka-ken Kurume-shi Jōnanmachi,529,29
825,Fukuoka-ken Kurume-shi Jōnanmachi,374,30
826,Fukuoka-ken Kurume-shi Jōnanmachi,413,31
827,Fukuoka-ken Kurume-shi Jōnanmachi,316,32
828,Fukuoka-ken Kurume-shi Jōnanmachi,365,33
829,Fukuoka-ken Kurume-shi Jōnanmachi,394,34
830,Fukuoka-ken Kurume-shi Jōnanmachi,325,35
831,Fukuoka-ken Kurume-shi Jōnanmachi,333,36
832,Fukuoka-ken Kurume-shi Jōnanmachi,350,37
833,Fukuoka-ken Kurume-shi Jōnanmachi,398,38
834,Fukuoka-ken Kurume-shi Jōnanmachi,402,39
835,Fukuoka-ken Kurume-shi Jōnanmachi,393,40
836,Fukuoka-ken Kurume-shi Jōnanmachi,376,41
837,Fukuoka-ken Kurume-shi Jōnanmachi,285,42
838,Fukuoka-ken Kurume-shi Jōnanmachi,346,43
839,Fukuoka-ken Kurume-shi Jōnanmachi,495,44
840,Fukuoka-ken Kurume-shi Jōnanmachi,441,45
841,Fukuoka-ken Kurume-shi Jōnanmachi,543,46
842,Fukuoka-ken Kurume-shi Jōnanmachi,629,47
843,Fukuoka-ken Kurume-shi Jōnanmachi,591,48
844,Fukuoka-ken Kurume-shi Jōnanmachi,769,49
845,Fukuoka-ken Kurume-shi Jōnanmachi,507,50
846,Fukuoka-ken Kurume-shi Jōnanmachi,439,51
847,Fukuoka-ken Kurume-shi Jōnanmachi,433,52
848,Fukuoka-ken Fukuoka-shi Hakata Ekimae,606,0
849,Fukuoka-ken Fukuoka-shi Hakata Ekimae,672,1
850,Fukuoka-ken Fukuoka-shi Hakata Ekimae,670,2
851,Fukuoka-ken Fukuoka-shi Hakata Ekimae,663,3
852,Fukuoka-ken Fukuoka-shi Hakata Ekimae,670,4
853,Fukuoka-ken Fukuoka-shi Hakata Ekimae,607,5
854,Fukuoka-ken Fukuoka-shi Hakata Ekimae,600,6
855,Fukuoka-ken Fukuoka-shi Hakata Ekimae,647,7
856,Fukuoka-ken Fukuoka-shi Hakata Ekimae,699,8
857,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1134,9
858,Fukuoka-ken Fukuoka-shi Hakata Ekimae,1005,10
859,Fukuoka-ken Fukuoka-shi Hakata Ekimae,944,11
860,Fukuoka-ken Fukuoka-shi Hakata Ekimae,844,12
861,Fukuoka-ken Fukuoka-shi Hakata Ekimae,817,13
